"","X","index","func","f.0.hat","alpha","u","w","length","time","loglik"
"181",19,"3 Bris.10","lin.f.con.u",8.33254520313296,-0.000891222332095653,0.000286029360773448,NA,1.36795572035294,0.377083333,29.7043848696079
"182",20,"3 Bris.111","lin.f.con.u",8.06924942643877,-0.000810676344463937,0.000253654225340431,NA,1.45963506488136,0.376388889,13.8466188656118
"183",21,"3 Bris.112","lin.f.con.u",9.0821136599787,-0.000352996919155533,0.000465528582812983,NA,1.47207530206897,0.373611111,2.49285019472398
"184",22,"3 Bris.6","lin.f.con.u",11.7615062447228,-0.000672357833131461,0.000829834049427969,NA,1.4005623242069,0.371527778,-15.6546042125445
"185",23,"3 Cback.276","lin.f.con.u",10.6906729971043,-0.000774265035551533,0.000837679497721335,NA,1.35238527152542,0.4,-10.2263248315027
"186",24,"3 Mid.244","lin.f.con.u",9.38268055794291,-0.000532594501149533,0.000428339224743062,NA,1.41194354721951,0.388888889,5.03623636542758
"187",25,"3 Mid.252","lin.f.con.u",7.6665975625472,0.000172516694229735,0.000231362313271896,NA,1.36394412,0.39375,27.7983600300864
"188",26,"3 Mid.281","lin.f.con.u",9.16076440038281,-0.00073426387005546,0.000136180155012678,NA,1.44680455536842,0.392361111,15.3599643313501
"189",27,"3 War.5","lin.f.con.u",9.92174991628684,-0.000785613736497579,0.000274636186729925,NA,1.37220044033898,0.402777778,5.88496796477217
"190",1,"1 A45","con.f.lin.u",13.3763505520399,NA,0.00183411392907572,-0.000141556156407024,1.211312278,0.361805556,-18.5635820122889
"191",2,"1 Bris.10","con.f.lin.u",8.76408771323139,NA,0.000873737680669073,-0.000200006263554451,1.13878509083929,0.353497023589286,-18.2967153934219
"192",3,"1 Bris.112","con.f.lin.u",9.36779489796171,NA,0.00117577239587709,-0.000203940063027731,1.10486690375,0.354166667,-6.6548158734755
"193",4,"1 Bris.6","con.f.lin.u",5.3419101203041,NA,0.00294981564289861,-0.000220821742216512,1.22824559792593,0.354861111,5.46292131029695
"194",5,"1 Cback.256","con.f.lin.u",9.01819613608732,NA,0.00412167051835046,-0.000249796410140204,0.9976276991,0.377777778,-7.58440776613029
"195",6,"1 Dog.4","con.f.lin.u",6.54900069565768,NA,0.000582755283217559,0.000395259761187228,1.183708647,0.36875,0.723748006866446
"196",7,"1 Mid.276","con.f.lin.u",9.7271474506334,NA,0.00199974625274893,-0.000157674024580562,0.989833732898305,0.365972222,-19.4265714906328
"197",8,"1 Mid.277","con.f.lin.u",12.3163418595653,NA,0.00140691582271694,-0.000110868720198179,1.05608244710169,0.373611111,-25.1186586214505
"198",9,"1 War.5","con.f.lin.u",12.0424742003514,NA,0.000469775405983942,-6.11551820124742e-05,1.18723608884211,0.377777778,-13.1420582951005
"199",10,"2 A45","con.f.lin.u",11.4669816895481,NA,0.000585085957236198,-0.000101773609350604,1.2272002925,0.359722222,0.0613311114801967
"200",11,"2 A48","con.f.lin.u",9.80202908508227,NA,0.000906485606647609,-0.000153954557399452,1.11175550446154,0.35625,0.975338825499055
"201",12,"2 Bris.10","con.f.lin.u",6.3724678677213,NA,1.4694407350047e-08,7.32517592412127,1.20990299162264,0.357638889,8.67997784661515
"202",13,"2 Dog.4","con.f.lin.u",8.19004238799716,NA,0.00122369986375975,-0.000208695966462391,1.16234332106667,0.359722222,10.6946122714738
"203",14,"2 Is.278","con.f.lin.u",5.12474323598546,NA,0.000948190301489342,-0.000189328256878527,1.06060503266667,0.363888889,12.2452570921678
"204",15,"2 Mid.263","con.f.lin.u",8.80096000213892,NA,0.000805585537238073,-0.000221147491537058,1.0843355754,0.357638889,23.2479799019485
"205",16,"2 Mid.273","con.f.lin.u",7.85514215760108,NA,0.000490810626923285,-7.98751240551499e-05,1.12794592922034,0.361111111,-0.015903091054124
"206",17,"3 A43","con.f.lin.u",5.8798335909829,NA,0.0013642942199423,-0.000200893970173737,1.44190487859649,0.369444444,-4.62935912550806
"207",18,"3 A45","con.f.lin.u",7.1618872885469,NA,0.00172143121804454,-0.000125538754544448,1.5157437575,0.363194444,-6.63585855636407
"208",19,"3 Bris.10","con.f.lin.u",6.38316518102295,NA,0.000575554968262012,-0.000204192082294986,1.36795572035294,0.377083333,15.0639204713138
"209",20,"3 Bris.111","con.f.lin.u",5.96455425255912,NA,6.27792866699417e-05,0.000646036751705635,1.45963506488136,0.376388889,0.775766744095277
"210",21,"3 Bris.112","con.f.lin.u",8.08081989209417,NA,0.000411683050423502,1.65043957342322e-05,1.47207530206897,0.373611111,-0.283726592998725
"211",22,"3 Bris.6","con.f.lin.u",9.72962221840984,NA,0.00162680487524007,-0.000127696297313381,1.4005623242069,0.371527778,-18.8365445970462
"212",23,"3 Cback.276","con.f.lin.u",8.48230327474202,NA,0.00130563089212879,-0.000126603745474276,1.35238527152542,0.4,-18.0188894629851
"213",24,"3 Mid.244","con.f.lin.u",7.77934881621173,NA,0.00145890048897818,-0.000172209843941145,1.41194354721951,0.388888889,2.99359458900117
"214",25,"3 Mid.252","con.f.lin.u",8.00248448672425,NA,0.000407500310077863,-0.000115758138406243,1.36394412,0.39375,27.5516434275745
"215",26,"3 Mid.281","con.f.lin.u",7.07815809229309,NA,3.03016031225886e-08,0.944430111626591,1.44680455536842,0.392361111,4.37682377080177
"216",27,"3 War.5","con.f.lin.u",7.85422728890359,NA,0.000467327779050921,-0.000145550194124056,1.37220044033898,0.402777778,-3.40338236365855
"217",1,"1 A45","lin.f.lin.u",16.395271592946,-0.000885480931394634,0.00252750304038481,-0.000207338046012413,1.211312278,0.361805556,-10.6394818640558
"218",2,"1 Bris.10","lin.f.lin.u",14.0885715978998,-0.00225999117633671,0.000985630478891312,-0.000308102326875571,1.13878509083929,0.353497023589286,-2.25163095551252
"219",3,"1 Bris.112","lin.f.lin.u",12.9317274254599,-0.00138928069118221,0.000510988965451875,8.65418670391171e-05,1.10486690375,0.354166667,6.74949680942345
"220",4,"1 Bris.6","lin.f.lin.u",5.90985686961854,-0.000496264379523433,0.00323258537555779,-0.000260495076301811,1.22824559792593,0.354861111,6.95442403696437
"221",5,"1 Cback.256","lin.f.lin.u",11.6002012311892,-0.00133410504006886,0.0049566339232753,-0.000350201995332904,0.9976276991,0.377777778,-0.0402986386227298
"222",6,"1 Dog.4","lin.f.lin.u",7.23997596454127,-0.000478120110285917,0.000429933158980792,0.000892382235723345,1.183708647,0.36875,1.33128889714058
"223",7,"1 Mid.276","lin.f.lin.u",15.1205651335778,-0.00413279703639875,0.00222544142309899,0.000119351956298706,0.989833732898305,0.365972222,-4.16044888389355
"224",8,"1 Mid.277","lin.f.lin.u",18.5762858903739,-0.00173616899582746,0.00441447928549127,-0.00034933240845661,1.05608244710169,0.373611111,-4.89057576678956
"225",9,"1 War.5","lin.f.lin.u",14.8495849474844,-0.000917440847073809,0.000183859010489257,0.000403890849791539,1.18723608884211,0.377777778,-2.43107901379303
"226",10,"2 A45","lin.f.lin.u",14.0963587403551,-0.00075330770842903,0.000958227158787974,-0.000179214231931182,1.2272002925,0.359722222,13.5873618320838
"227",11,"2 A48","lin.f.lin.u",13.2950282514066,-0.00151228586571244,0.0036698662870617,-0.000451813142636559,1.11175550446154,0.35625,9.66098868175547
"228",12,"2 Bris.10","lin.f.lin.u",13.256168515173,-0.00506811937205978,2.19112512248841e-06,0.263821206533603,1.20990299162264,0.357638889,39.6802279629313
"229",13,"2 Dog.4","lin.f.lin.u",10.8628358499638,-0.00113194313246062,0.000873496401914802,-0.000179272136846883,1.16234332106667,0.359722222,23.6197431546647
"230",14,"2 Is.278","lin.f.lin.u",11.8863300329503,-0.00760554706807414,0.00147204012217544,-0.00033322346136877,1.06060503266667,0.363888889,37.8586041026578
"231",15,"2 Mid.263","lin.f.lin.u",12.0673906031643,-0.00145342077233675,0.000197783508410159,0.000780006560165694,1.0843355754,0.357638889,43.3155977149408
"232",16,"2 Mid.273","lin.f.lin.u",13.3193180477504,-0.00496129210777715,0.000744017108380655,9.99277907488033e-05,1.12794592922034,0.361111111,7.17980469493956
"233",17,"3 A43","lin.f.lin.u",7.40756281579071,-0.000593737926150876,0.00154383016021463,-0.000260871534343996,1.44190487859649,0.369444444,0.429731186688972
"234",18,"3 A45","lin.f.lin.u",7.00865648432312,6.63090775222682e-05,0.001707913859964,-0.0001228770401089,1.5157437575,0.363194444,-6.59103875904798
"235",19,"3 Bris.10","lin.f.lin.u",8.20747669158859,-0.000825813357435516,0.000757842465647444,-0.000336251197239191,1.36795572035294,0.377083333,30.2626698415781
"236",20,"3 Bris.111","lin.f.lin.u",8.06455818667306,-0.000808778846795913,2.27941012185161e-08,5.77030997575111,1.45963506488136,0.376388889,14.74525384729
"237",21,"3 Bris.112","lin.f.lin.u",9.10574874699159,-0.000360997484076517,0.000332702345817038,0.000120000772750635,1.47207530206897,0.373611111,2.58606794116237
"238",22,"3 Bris.6","lin.f.lin.u",11.6305933570609,-0.000625187958778301,0.0019510411631886,-0.000173563728799169,1.4005623242069,0.371527778,-13.0940174548408
"239",23,"3 Cback.276","lin.f.lin.u",10.6692099877112,-0.000763657225005753,0.00167567506839784,-0.000193039004125212,1.35238527152542,0.4,-9.15968856034432
"240",24,"3 Mid.244","lin.f.lin.u",9.35281298215964,-0.000526787651017838,0.00117918385901504,-0.000204686988633518,1.41194354721951,0.388888889,7.54095868596614
"241",25,"3 Mid.252","lin.f.lin.u",7.64290834636982,0.000184555211107372,0.000409456091198243,-0.000114696236836302,1.36394412,0.39375,28.1266569765919
"242",26,"3 Mid.281","lin.f.lin.u",9.14599122268967,-0.000729767959181825,6.90778680471036e-08,0.78777680314626,1.44680455536842,0.392361111,15.9739797913397
"243",27,"3 War.5","lin.f.lin.u",9.90454401170213,-0.000779990764620396,0.000591731980934551,-0.000215503982860027,1.37220044033898,0.402777778,6.46381902341615
