round,ss.beta.mult,beta.mult,sy.mult,clone,number,exposure,fluor.,control,f,ss.f,length,scope,mm,eggs,time ,notes,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,fecundity,death.age,end.size,dead,infected,uninfected,spore yield,mult.inf,mult.uninf,mult.ed,more notes,group f,group ss f,ID
1,1,1,1,A45,1,0,195.98,385.9988889,28.10163639,16.99208466,66,B,1.286004456,,0.361805556,avg,0,0,0,0,2,0,6,2,0,7,0,0,5,0,0,8,0,0,5,35,,102,0,0,1,,0,1,0,,,,1156
1,1,1,1,A45,2,0,215.86,385.9988889,24.09599988,17.05643276,61,B,1.188579876,,0.361805556,avg,0,0,0,0,4,0,5,0,0,6,0,0,4,0,0,4,0,,,23,21,82,1,0,1,,0,1,0,,,,1157
1,1,1,1,A45,3,0,208.13,385.9988889,25.60788234,18.12662374,61,B,1.188579876,,0.361805556,avg,0,0,0,0,1,0,6,0,0,6,0,0,3,0,0,4,0,0,3,23,,94,0,0,1,,0,1,0,,,,1158
1,1,1,1,A45,4,0,229.29,385.9988889,21.59365321,15.28513844,61,B,1.188579876,,0.361805556,avg,0,0,0,2,0,0,6,0,0,5,0,0,5,0,0,4,0,,,22,21,87,1,0,1,,0,1,0,,,,1159
1,1,1,1,A45,5,0,215.48,385.9988889,24.16904816,13.37101235,69,B,1.344459204,,0.361805556,avg,0,0,0,0,0,6,0,2,5,0,0,2,0,,,,,,,15,17,76,1,0,1,,0,1,0,,,,1160
1,1,1,1,A45,6,0,221.97,385.9988889,22.93879592,16.7830559,60,B,1.16909496,,0.361805556,avg,0,0,0,0,2,0,6,0,0,7,0,0,7,0,0,4,0,0,5,31,,106,0,0,1,,0,1,0,,,,1161
1,1,1,1,A45,7,0,218.57,385.9988889,23.57874912,15.64741449,63,B,1.227549708,,0.361805556,avg,0,0,0,0,4,0,6,0,0,6,0,0,2,0,0,6,0,0,0,24,,95,0,0,1,,0,1,0,,,,1162
1,1,1,1,A45,8,0,256.34,385.9988889,16.97029508,10.57951125,65,B,1.26651954,,0.361805556,avg,0,0,0,0,0,3,0,0,6,0,0,0,,,,,,,,9,16,82,1,0,1,,0,1,0,,,,1163
1,1,1,1,A45,9,0,215.74,385.9988889,24.11905386,18.24984449,59,B,1.149610044,,0.361805556,avg,0,0,0,2,0,0,7,0,0,8,0,0,2,0,0,,,,,19,19,85,1,0,1,,0,1,0,,,,1164
1,1,1,1,A45,10,0,256.75,385.9988889,16.90403737,10.87009702,64,B,1.247034624,,0.361805556,avg,0,0,0,0,0,4,0,0,3,0,0,4,0,1,0,0,0,3,0,15,,83,0,0,1,,0,1,0,,,,1165
1,1,1,1,A45,11,0,173.62,385.9988889,33.12409701,22.69674577,62,B,1.208064792,,0.361805556,avg,0,0,0,0,3,0,0,6,0,0,3,0,0,5,0,0,0,0,0,17,,92,0,0,1,,0,1,0,,,,1166
1,1,1,1,A45,13,0,211.92,385.9988889,24.85971968,17.03396586,62,B,1.208064792,,0.361805556,avg,0,0,0,0,2,0,0,7,0,3,3,0,4,0,0,0,0,0,1,20,,95,0,0,1,,0,1,0,,,,1167
1,1,1,1,A45,14,0,190.92,385.9988889,29.18611895,21.35387871,60,B,1.16909496,,0.361805556,avg,0,0,0,0,1,0,6,0,0,7,0,0,10,0,0,6,0,0,3,33,,99,0,0,1,,0,1,0,,,,1168
1,1,1,1,A45,15,0,187.09,385.9988889,30.02626806,20.57410267,62,B,1.208064792,,0.361805556,avg,0,0,0,0,0,0,4,2,0,7,0,,,,,,,,,13,15,76,1,0,1,,0,1,0,,,,1169
1,1,1,1,A45,1,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,3,2,0,7,0,0,6,,,,,,,,,,18,14,92,1,1,0,21.75,1,0,0,,,,1170
1,1,1,1,A45,2,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,5,0,0,6,0,0,,,,,,,,13,16,88,1,1,0,26.125,1,0,0,,,,1171
1,1,1,1,A45,3,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,1,0,2,5,0,5,0,0,7,0,0,5,0,0,7,32,,104,0,0,1,,0,1,0,,,,1172
1,1,1,1,A45,4,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,5,1,0,6,0,0,5,,,,,,,,19,16,87,1,1,0,20.125,1,0,0,,,,1173
1,1,1,1,A45,5,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,1,0,3,1,0,4,0,0,,,,,,,,9,16,81,1,0,1,,0,1,0,,,,1174
1,1,1,1,A45,6,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,0,0,5,1,0,5,0,0,5,0,0,5,0,0,5,26,,98,0,0,1,,0,1,0,,,,1175
1,1,1,1,A45,7,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,0,6,0,0,1,,,,,,,,,,,7,13,85,1,1,0,,1,0,0,,,,1176
1,1,1,1,A45,8,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,0,5,0,0,6,0,0,6,0,,,,,,,17,17,86,1,1,0,29.5,1,0,0,,,,1177
1,1,1,1,A45,9,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,1,6,0,1,5,0,0,5,0,,,,,,,18,17,79,1,0,1,,0,1,0,,,,1178
1,1,1,1,A45,10,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,3,0,1,4,0,0,0,,,,,,,,,8,15,79,1,0,1,,0,1,0,,,,1179
1,1,1,1,A45,11,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,4,0,4,2,0,0,,,,,,,,,,10,14,79,1,0,1,,0,1,0,,,,1180
1,1,1,1,A45,12,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,7,0,0,,,,,,,,,,,9,13,84,1,1,0,11.75,1,0,0,,,,1181
1,1,1,1,A45,13,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,6,0,0,6,,,,,,,,,,14,14,89,1,1,0,8,1,0,0,,,,1182
1,1,1,1,A45,14,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,3,0,0,6,0,5,1,0,6,0,0,4,0,0,4,29,,96,0,0,1,,0,1,0,,,,1183
1,1,1,1,A45,15,75,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,3,0,0,7,0,0,7,0,0,0,,,,,,17,18,92,1,1,0,26.25,1,0,0,,,,1184
1,1,1,1,A45,1,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,0,0,0,1,0,2,4,0,6,0,0,8,0,0,7,28,,105,0,0,1,,0,1,0,,,,1185
1,1,1,1,A45,2,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,4,0,0,5,0,0,6,0,1,5,0,0,5,0,4,3,33,,99,0,0,1,,0,1,0,,,,1186
1,1,1,1,A45,4,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,2,5,0,6,0,0,0,,,,,,,15,17,87,1,1,0,21.75,1,0,0,,,,1187
1,1,1,1,A45,6,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,0,4,0,0,6,0,0,4,,,,,,,,14,16,89,1,1,0,32.625,1,0,0,,,,1188
1,1,1,1,A45,7,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,1,5,0,1,3,0,0,,,,,,,12,17,81,1,0,1,,0,1,0,,,,1189
1,1,1,1,A45,8,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,5,0,0,7,0,0,8,0,0,,,,,,,20,17,85,1,1,0,30.875,1,0,0,,,,1190
1,1,1,1,A45,9,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,1,0,1,5,0,7,0,0,0,,,,,,,14,17,86,1,1,0,25.25,1,0,0,,,,1191
1,1,1,1,A45,10,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,4,2,0,6,0,,,,,,,,,14,15,81,1,1,0,19.875,1,0,0,,,,1192
1,1,1,1,A45,11,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,2,0,0,5,0,2,5,0,0,,,,,,,14,17,78,1,1,0,28.25,1,0,0,,,,1193
1,1,1,1,A45,12,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,4,0,0,6,0,7,0,,,,,,,,,17,15,79,1,1,0,25.375,1,0,0,,,,1194
1,1,1,1,A45,13,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,3,0,5,0,0,7,,,,,,,,,,15,14,88,1,1,0,19.875,1,0,0,,,,1195
1,1,1,1,A45,14,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,1,1,0,3,0,0,6,0,0,1,0,,,,,,12,18,87,1,1,0,29.5,1,0,0,,,,1196
1,1,1,1,A45,15,200,,,,,avg,avg,1.211312278,,0.361805556,avg,0,0,0,0,3,0,5,0,0,6,0,0,4,0,0,7,0,0,2,27,,95,0,0,1,,0,1,0,,,,1197
1,1,1,1,A45,1,393,363.23,385.9988889,2.520618364,1.784227999,61,B,1.188579876,,0.361805556,avg,0,0,0,0,3,0,1,5,0,6,0,,,,,,,,,15,15,85,1,1,0,23.625,1,0,0,,,,1198
1,1,1,1,A45,2,393,368.09,385.9988889,1.969580762,1.22786326,65,B,1.26651954,,0.361805556,avg,0,0,0,0,1,0,6,0,0,6,,,,,,,,,,13,14,75,1,0,1,,0,1,0,,,,1199
1,1,1,1,A45,3,393,238.86,385.9988889,19.89840443,15.57991883,58,,1.130125128,,0.361805556,avg,0,0,0,0,0,5,0,0,5,0,,,,,,,,,,10,14,,,,,,,,,,,,1200
1,1,1,1,A45,4,393,293.15,385.9988889,11.40737324,8.074746666,61,B,1.188579876,,0.361805556,avg,0,0,0,0,1,0,3,0,0,1,0,0,0,,,,,,,5,17,81,1,0,1,,0,1,0,,,,1201
1,1,1,1,A45,5,393,280.93,385.9988889,13.17264031,9.025938673,62,B,1.208064792,,0.361805556,avg,0,0,0,1,1,0,5,2,0,5,0,,,,,,,,,14,15,85,1,1,0,14.875,1,0,0,,,,1202
1,1,1,1,A45,7,393,224.25,385.9988889,22.5151182,17.03621578,59,B,1.149610044,,0.361805556,avg,0,0,0,0,2,0,4,2,0,5,0,0,3,0,0,5,0,0,2,23,,91,0,0,1,,0,1,0,,,,1203
1,1,1,1,A45,9,393,276.72,385.9988889,13.79864078,8.096356592,67,B,1.305489372,,0.361805556,avg,0,0,0,0,0,3,0,0,6,0,0,3,,,,,,,,12,16,83,1,0,1,,0,1,0,,,,1204
1,1,1,1,A45,10,393,288.52,385.9988889,12.06739693,7.296736297,66,,1.286004456,,0.361805556,avg,0,0,0,0,0,3,0,0,4,,,,,,,,,,,7,13,,1,0,1,,0,1,0,,,,1205
1,1,1,1,A45,11,393,268.17,385.9988889,15.09982548,12.24123234,57,B,1.110640212,,0.361805556,avg,0,0,0,0,0,0,4,0,0,6,0,0,2,0,0,0,,,,12,20,85,1,0,1,,0,1,0,,,,1206
1,1,1,1,A45,12,393,235,385.9988889,20.57385393,14.56327017,61,B,1.188579876,,0.361805556,avg,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,4,18,78,1,0,1,,0,1,0,,,,1207
1,1,1,1,Bris.10,1,0,290.75,385.9988889,12.02516132,8.798149444,60,B,1.16909496,,0.353472222,avg,0,0,0,0,1,0,6,0,0,,,,,,,,,,,7,13,76,1,0,1,,0,1,0,,,,1208
1,1,1,1,Bris.10,2,0,277.16,385.9988889,14.05653033,11.00588755,58,B,1.130125128,,0.353472222,avg,0,0,0,0,0,0,6,0,4,2,0,0,0,0,,,,,,12,18,84,1,0,1,,0,1,0,,,,1209
1,1,1,1,Bris.10,4,0,324.85,385.9988889,7.319003139,6.862828063,53,B,1.032700548,,0.353472222,avg,0,0,0,0,0,0,4,0,0,4,0,,,,,,,,,8,15,74,1,0,1,,0,1,0,,,,1210
1,1,1,1,Bris.10,5,0,193.19,385.9988889,29.37261913,17.23439303,67,B,1.305489372,,0.353472222,avg,0,0,0,0,0,4,5,0,0,,,,,,,,,,,9,13,77,1,0,1,,0,1,0,,,,1211
1,1,1,1,Bris.10,6,0,234.75,385.9988889,21.10406455,16.52391847,58,B,1.130125128,,0.353472222,avg,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,4,15,76,1,0,1,,0,1,0,,,,1212
1,1,1,1,Bris.10,7,0,269.69,385.9988889,15.21596255,9.48583665,65,B,1.26651954,,0.353472222,avg,0,0,0,0,0,4,0,0,7,0,0,4,,,,,,,,15,16,79,1,0,1,,0,1,0,,,,1213
1,1,1,1,Bris.10,8,0,,,,,50,B,0.9742458,,0.353472222,avg,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,,,5,21,73,1,0,1,,0,1,0,,,,1214
1,1,1,1,Bris.10,10,0,214.72,385.9988889,24.88878617,18.20975657,60,B,1.16909496,,0.353472222,avg,0,0,0,3,0,0,5,0,0,6,0,0,8,0,0,6,0,0,5,33,,94,0,0,1,,0,1,0,,,,1215
1,1,1,1,Bris.10,11,0,231.45,385.9988889,21.70484375,13.53109286,65,B,1.26651954,,0.353472222,avg,0,0,0,0,0,4,0,0,5,0,0,6,0,8,6,0,0,4,0,33,,95,0,0,1,,0,1,0,,,,1216
1,1,1,1,Bris.10,12,0,217.58,385.9988889,24.32728186,21.97399349,54,B,1.052185464,,0.353472222,avg,0,0,0,0,0,0,5,0,0,7,0,0,7,0,0,3,0,0,3,25,,92,0,0,1,,0,1,0,,,,1217
1,1,1,1,Bris.10,13,0,209.68,385.9988889,25.8967421,20.99415236,57,B,1.110640212,,0.353472222,avg,0,0,0,0,0,3,0,0,6,0,0,2,0,,,,,,,11,17,80,1,0,1,,0,1,0,,,,1218
1,1,1,1,Bris.10,14,0,241.14,385.9988889,19.96437557,15.63157247,58,B,1.130125128,,0.353472222,avg,0,0,0,2,0,0,6,0,0,5,0,,,,,,,,,13,15,83,1,0,1,,0,1,0,,,,1219
1,1,1,1,Bris.10,15,0,230.08,385.9988889,21.95677838,12.1471211,69,B,1.344459204,,0.354861111,avg,0,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1220
1,1,1,1,Bris.10,1,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,5,0,,,,,,,,,,,,,5,11,,1,0,1,,0,0,1,,,,1221
1,1,1,1,Bris.10,2,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,2,0,0,5,0,0,7,0,0,4,,,,,,,18,17,86,1,1,0,35.125,1,0,0,,,,1222
1,1,1,1,Bris.10,3,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,1,0,6,0,0,0,,,,,,,,,,7,14,79,1,0,1,,0,1,0,,,,1223
1,1,1,1,Bris.10,4,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,5,0,0,6,0,,,,,,,,,,11,14,82,1,1,0,,1,0,0,,,,1224
1,1,1,1,Bris.10,5,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,2,0,0,6,0,0,5,0,0,6,0,0,,,,,19,19,83,1,0,1,,0,1,0,,,,1225
1,1,1,1,Bris.10,6,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,2,0,0,5,0,0,6,0,0,7,0,,,,,,20,18,84,1,0,1,,0,1,0,,,,1226
1,1,1,1,Bris.10,7,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,4,0,6,0,0,2,0,,,,,,,12,17,81,1,1,0,31.875,1,0,0,,,,1227
1,1,1,1,Bris.10,8,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,4,0,0,8,0,0,6,0,0,6,0,0,3,27,,,0,0,1,,0,1,0,,,,1228
1,1,1,1,Bris.10,10,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,5,15,75,1,0,1,,0,1,0,,,,1229
1,1,1,1,Bris.10,11,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,4,0,0,4,0,0,7,0,4,3,0,,,,22,20,78,1,0,1,,0,1,0,,,,1230
1,1,1,1,Bris.10,12,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,1,0,0,0,,,,,,,,,,,,,1,11,,1,0,1,,0,0,1,,,,1231
1,1,1,1,Bris.10,13,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,6,0,0,8,0,0,7,0,,,,,,,21,17,88,1,0,1,,0,1,0,,,,1232
1,1,1,1,Bris.10,14,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,3,0,0,,,,,,,,,,,,3,12,84,1,0,1,,0,1,0,,,,1233
1,1,1,1,Bris.10,15,75,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,4,0,0,0,,,,,,,,,,,4,13,77,1,0,1,,0,1,0,,,,1234
1,1,1,1,Bris.10,1,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,4,0,0,4,0,0,4,,,,,,,,12,16,75,1,0,1,,0,1,0,,,,1235
1,1,1,1,Bris.10,2,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,1,0,0,2,0,0,4,0,0,0,0,,,,,,7,18,76,1,0,1,,0,1,0,,,,1236
1,1,1,1,Bris.10,3,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,2,0,5,0,0,0,0,1,5,0,0,6,0,0,3,22,,94,0,0,1,,0,1,0,,,,1237
1,1,1,1,Bris.10,4,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,1,0,0,5,0,0,3,,,,,,,,,,9,14,75,1,0,1,,0,1,0,,,,1238
1,1,1,1,Bris.10,5,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,6,0,0,5,0,0,,,,,,,,11,16,88,1,1,0,31.75,1,0,0,,,,1239
1,1,1,1,Bris.10,6,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,4,0,0,5,0,0,,,,,,,,,,,9,13,84,1,1,0,,1,0,0,,,,1240
1,1,1,1,Bris.10,7,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,5,0,0,7,0,0,6,0,2,4,0,0,4,0,28,,91,0,0,1,,0,1,0,,,,1241
1,1,1,1,Bris.10,8,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,4,0,0,6,0,,,,,,,,,,10,14,84,1,0,1,,0,1,0,,,,1242
1,1,1,1,Bris.10,9,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,5,0,0,,,,,,,,,,,5,13,75,1,1,0,,1,0,0,,,,1243
1,1,1,1,Bris.10,10,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,,,,14,20,86,1,0,1,,0,1,0,,,,1244
1,1,1,1,Bris.10,11,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,,,,,6,19,73,1,0,1,,0,1,0,,,,1245
1,1,1,1,Bris.10,12,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,1,0,4,2,0,5,0,0,,,,,,,,12,16,81,1,0,1,,0,1,0,,,,1246
1,1,1,1,Bris.10,13,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,2,0,5,0,0,5,,,,,,,,,,12,14,73,1,0,1,,0,1,0,,,,1247
1,1,1,1,Bris.10,14,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,,82,0,0,1,,0,1,0,,,,1248
1,1,1,1,Bris.10,15,200,,,,,avg,avg,1.138785091,,0.353472222,avg,0,0,0,0,0,4,0,0,6,0,0,,,,,,,,,10,15,79,1,1,0,19.625,1,0,0,,,,1249
1,1,1,1,Bris.10,1,393,393.23,385.9988889,-0.787623057,-0.462138063,67,B,1.305489372,,0.353472222,avg,0,0,0,2,0,0,6,0,0,4,0,4,0,,,,,,,16,17,83,1,0,1,,0,1,0,,,,1250
1,1,1,1,Bris.10,2,393,344.31,385.9988889,4.850115627,3.931925724,57,B,1.110640212,,0.353472222,avg,0,0,0,1,0,0,5,0,0,2,0,0,0,0,,,,,,8,18,75,1,0,1,,0,1,0,,,,1251
1,1,1,1,Bris.10,3,393,360.36,385.9988889,2.916677245,2.283680326,58,B,1.130125128,,0.353472222,avg,0,0,0,1,0,0,5,0,0,6,0,0,,,,,,,,12,16,86,1,1,0,36.5,1,0,0,,,,1252
1,1,1,1,Bris.10,4,393,341.48,385.9988889,5.200353992,3.051309255,67,B,1.305489372,,0.353472222,avg,0,0,0,0,0,5,0,0,7,0,0,4,0,0,0,0,,,,16,20,88,1,0,1,,0,1,0,,,,1253
1,1,1,1,Bris.10,5,393,352.8,385.9988889,3.816417295,3.093919916,57,B,1.110640212,,0.353472222,avg,0,0,0,0,0,0,3,0,0,6,0,0,,,,,,,,9,16,78,1,1,0,25.75,1,0,0,,,,1254
1,1,1,1,Bris.10,6,393,339.62,385.9988889,5.432130336,4.110257993,59,B,1.149610044,,0.353472222,avg,0,0,0,0,0,3,0,0,6,0,4,3,0,6,0,0,4,0,0,26,,84,0,0,1,,0,1,0,,,,1255
1,1,1,1,Bris.10,7,393,349.97,385.9988889,4.158193272,3.492460811,56,B,1.091155296,,0.353472222,avg,0,0,0,0,0,0,4,0,0,4,0,0,,,,,,,,8,16,75,1,0,1,,0,1,0,,,,1256
1,1,1,1,Bris.10,8,393,365.46,385.9988889,2.32030921,1.948824515,56,B,1.091155296,,0.353472222,avg,0,0,0,0,0,0,5,0,0,5,0,0,5,0,0,0,,,,15,20,85,1,0,1,,0,1,0,,,,1257
1,1,1,1,Bris.10,9,393,364.1,385.9988889,2.47852301,2.955290404,47,,0.915791052,,0.353472222,avg,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,15,,1,0,1,,0,1,0,,,,1258
1,1,1,1,Bris.10,10,393,302.47,385.9988889,10.34815651,7.324976622,61,B,1.188579876,,0.353472222,avg,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,2,14,78,1,0,1,,0,1,0,,,,1259
1,1,1,1,Bris.10,12,393,344.11,385.9988889,4.874772755,8.891808609,38,B,0.740426808,,0.353472222,avg,0,0,0,0,0,0,0,0,0,0,3,0,0,,,,,,,3,17,67,1,0,1,,0,1,0,,,,1260
1,1,1,1,Bris.10,13,393,312.21,385.9988889,9.003187773,7.298767355,57,B,1.110640212,,0.353472222,avg,0,0,0,0,0,3,0,0,7,0,7,0,,,,,,,,17,16,78,1,0,1,,0,1,0,,,,1261
1,1,1,1,Bris.10,14,393,322.4,385.9988889,7.640267141,4.913053803,64,B,1.247034624,,0.353472222,avg,0,0,0,0,0,5,0,7,0,0,4,0,,,,,,,,16,16,78,1,0,1,,0,1,0,,,,1262
1,1,1,1,Bris.10,15,393,368.03,385.9988889,2.022932695,1.480068641,60,B,1.16909496,,0.353472222,avg,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,14,70,1,1,0,17.875,1,0,0,,,,1263
1,1,1,1,Bris.112,1,0,290.75,385.9988889,12.00158257,9.081078258,59,B,1.149610044,,0.354166667,avg,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,,,,,5,19,81,1,0,1,,0,1,0,,,,1264
1,1,1,1,Bris.112,2,0,264.14,385.9988889,16.06680954,16.27017475,51,A,0.993730716,,0.354166667,avg,0,0,0,0,0,0,6,0,6,0,0,4,0,0,0,0,0,0,0,16,23,83,1,0,1,,0,1,0,,,,1265
1,1,1,1,Bris.112,3,0,,,,,53,,1.032700548,,0.354166667,avg,0,0,0,0,3,0,2,,,,,,,,,,,,,5,11,,1,0,1,,0,0,1,,,,1266
1,1,1,1,Bris.112,4,0,263.62,385.9988889,16.15026997,11.81626466,60,B,1.16909496,,0.354166667,avg,0,0,0,1,0,0,8,0,0,6,0,0,6,0,1,0,,,,22,20,88,1,0,1,,0,1,0,,,,1267
1,1,1,1,Bris.112,5,0,308.46,385.9988889,9.497321604,7.436148973,58,B,1.130125128,,0.354166667,avg,0,0,0,0,0,3,0,0,5,0,0,2,0,1,0,0,,,,11,20,92,1,0,1,,0,1,0,,,,1268
1,1,1,1,Bris.112,6,0,231.84,385.9988889,21.59097935,16.3369599,59,B,1.149610044,,0.354166667,avg,0,0,0,3,0,1,7,0,0,8,0,6,0,,,,,,,25,17,86,1,0,1,,0,1,0,,,,1269
1,1,1,1,Bris.112,7,0,274.76,385.9988889,14.39731066,10.1911837,61,B,1.188579876,,0.354166667,avg,0,0,0,0,3,0,2,5,0,8,0,,,,,,,,,18,15,83,1,0,1,,0,1,0,,,,1270
1,1,1,1,Bris.112,8,0,249.91,385.9988889,18.41224819,15.46442194,56,A,1.091155296,,0.354166667,avg,0,0,0,0,0,6,0,0,6,0,0,1,0,0,2,0,0,0,0,15,,89,0,0,1,,0,1,0,,,,1271
1,1,1,1,Bris.112,9,0,228.97,385.9988889,22.11854825,14.22327461,64,B,1.247034624,,0.354166667,avg,0,0,0,0,4,0,1,5,1,6,0,0,1,0,0,5,,,,23,20,89,1,0,1,,0,1,0,,,,1272
1,1,1,1,Bris.112,10,0,296.04,385.9988889,11.23792563,10.94667919,52,B,1.013215632,,0.354166667,avg,0,0,0,0,0,4,0,0,8,0,0,7,0,6,,,,,,25,18,86,1,0,1,,0,1,0,,,,1273
1,1,1,1,Bris.112,11,0,257.32,385.9988889,17.17471247,12.99536183,59,,1.149610044,,0.354166667,avg,0,0,0,0,0,2,2,0,8,0,0,,,,,,,,,12,15,,1,0,1,,0,1,0,,,,1274
1,1,1,1,Bris.112,12,0,262.92,385.9988889,16.26288088,11.51173372,61,,1.188579876,,0.354166667,avg,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,,,,12,20,,1,0,1,,0,1,0,,,,1275
1,1,1,1,Bris.112,14,0,230.53,385.9988889,21.83097113,19.00862052,55,A,1.07167038,,0.354166667,avg,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,6,23,,1,0,1,,0,1,0,,,,1276
1,1,1,1,Bris.112,15,0,230.87,385.9988889,21.7685524,15.92685305,60,A,1.16909496,,0.354166667,avg,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,11,23,87,1,0,1,,0,1,0,,,,1277
1,1,1,1,Bris.112,1,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,2,0,5,1,0,4,0,0,,,,,,,12,17,77,1,0,1,,0,1,0,,,,1278
1,1,1,1,Bris.112,2,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,3,0,0,8,0,0,0,0,0,1,0,0,3,,15,22,84,1,0,1,,0,1,0,,,,1279
1,1,1,1,Bris.112,4,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,3,0,,,,,,,,,,,,,3,11,,1,0,1,,0,0,1,,,,1280
1,1,1,1,Bris.112,6,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,3,0,0,0,0,0,6,0,,,,,,,9,17,78,1,1,0,18.875,1,0,0,,,,1281
1,1,1,1,Bris.112,7,75,,,,,avg,avg,1.104866904,,0.354166667,avg,0,0,0,0,0,5,0,0,8,0,0,4,0,,,,,,,17,17,82,1,0,1,,0,1,0,,,,1282
