round,ss.beta.mult,beta.mult,sy.mult,clone,number,exposure,fluor.,control,f,ss.f,length,scope,mm,eggs,time ,notes,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,fecundity,death.age,end.size,dead,infected,uninfected,spore yield,mult.inf,mult.uninf,mult.ed,more notes,group f,group ss f,ID
3,0.461193926,0.657794584,0.925286268,Cback.276,8,393,205.15,272.7156,10.675803,5.148439,72,A,1.402913952,2,0.4,,0,0,0,3,0,0,,,,,,,,,,,,,,3,10,70,1,0,1,,0,0,1,,,,821
3,0.461193926,0.657794584,0.925286268,Cback.276,9,393,234.77,326.369,12.353337,5.795336,73,A,1.422398868,1,0.4,,0,0,0,2,0,0,0,0,,,,,,,,,,,,2,12,78,1,1,0,,1,0,0,,,,822
3,0.461193926,0.657794584,0.925286268,Cback.276,10,393,212.19,318.68,15.251451,6.962861,74,A,1.441883784,4,0.4,,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,3,14,72,1,1,0,11.625,1,0,0,,,,823
3,0.461193926,0.657794584,0.925286268,Cback.276,11,393,203.16,310.991,15.96638,7.91826,71,A,1.383429036,2,0.4,,0,0,0,2,0,0,5,0,0,0,,,,,,,,,,7,14,74,1,1,0,17.75,1,0,0,,,,824
3,0.461193926,0.657794584,0.925286268,Cback.276,12,393,254.9,303.302,6.519664,4.682321,59,A,1.149610044,0,0.4,,0,0,0,0,3,0,0,,,,,,,,,,,,,3,11,57,1,0,1,,0,0,1,,,,825
3,0.461193926,0.657794584,0.925286268,Cback.276,13,393,205.08,295.613,13.711913,8.369088,64,A,1.247034624,0,0.4,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,14,84,1,1,0,11.875,1,0,0,,,,826
3,0.461193926,0.657794584,0.925286268,Cback.276,14,393,165.27,287.924,20.816852,9.503676,74,A,1.441883784,4,0.4,,0,0,0,2,0,4,0,0,0,,,,,,,,,,,6,13,64,1,1,0,6.875,1,0,0,ss,,,827
3,0.461193926,0.657794584,0.925286268,Cback.276,15,393,201.92,280.235,12.290886,6.845002,67,A,1.305489372,0,0.4,,0,0,0,0,2,0,0,0,0,,,,,,,,,,,2,13,72,1,0,1,,0,1,0,,,,828
3,0.461193926,0.657794584,0.925286268,Cerio,1,0,230.98,328.3082,13.072338,18.526556,42,B,0.837844728,5,0.403472222,,3,0,6,0,3,0,0,0,0,,,,,,,,,,,12,13,40,1,0,1,,0,1,0,,,,829
3,0.461193926,0.657794584,0.925286268,Cerio,2,0,251.6,320.3664,8.982954,12.145692,43,B,0.857793412,5,0.403472222,,2,0,5,0,6,0,7,0,7,0,6,0,6,1,5,0,0,5,5,55,,49,0,0,1,,0,1,0,,,,830
3,0.461193926,0.657794584,0.925286268,Cerio,3,0,249.77,312.4246,8.321118,11.250836,43,B,0.857793412,7,0.403472222,,2,0,2,4,0,2,0,3,0,0,,,,,,,,,,13,14,43,1,0,1,,0,1,0,,,,831
3,0.461193926,0.657794584,0.925286268,Cerio,4,0,226.15,304.4828,11.057122,18.174099,39,B,0.777998676,7,0.403472222,,2,0,3,0,6,0,9,0,8,0,8,0,9,0,8,0,8,0,7,68,,48,0,0,1,,0,1,0,,,,832
3,0.461193926,0.657794584,0.925286268,Cerio,6,0,265.67,288.5992,3.077682,4.384263,42,B,0.837844728,7,0.403472222,,1,0,5,0,0,7,0,0,7,0,4,0,6,0,6,0,5,0,4,45,,49,0,0,1,,0,1,0,,,,833
3,0.461193926,0.657794584,0.925286268,Cerio,7,0,201.88,280.6574,12.248473,19.138239,40,B,0.79794736,7,0.403472222,,2,0,5,0,6,0,3,0,6,0,7,0,9,0,7,0,5,0,7,57,,51,0,0,1,,0,1,0,,,,834
3,0.461193926,0.657794584,0.925286268,Cerio,8,0,183.75,272.7156,14.679574,21.831609,41,B,0.817896044,4,0.403472222,,1,0,0,4,6,0,7,0,8,0,6,0,7,0,6,0,0,6,5,56,,51,0,0,1,,0,1,0,,,,835
3,0.461193926,0.657794584,0.925286268,Cerio,9,0,203.51,326.369,17.559331,24.885674,42,B,0.837844728,6,0.403472222,,3,0,0,6,7,0,6,0,6,0,4,0,0,7,0,7,0,5,0,51,,45,0,0,1,,0,1,0,,,,836
3,0.461193926,0.657794584,0.925286268,Cerio,10,0,228.89,318.68,12.30367,17.437173,42,B,0.837844728,6,0.403472222,,1,0,6,0,4,0,5,0,4,0,0,0,1,0,2,1,0,3,0,27,,44,0,0,1,,0,1,0,,,,837
3,0.461193926,0.657794584,0.925286268,Cerio,11,0,191.14,310.991,18.096332,26.913046,41,B,0.817896044,7,0.403472222,,1,0,6,0,6,0,6,0,6,0,5,0,3,0,5,0,4,0,4,46,,48,0,0,1,,0,1,0,,,,838
3,0.461193926,0.657794584,0.925286268,Cerio,12,0,227.7,303.302,10.658728,23.050882,34,B,0.678255256,7,0.403472222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42,0,0,1,,0,1,0,,,,839
3,0.461193926,0.657794584,0.925286268,Cerio,13,0,174.56,295.613,19.584346,26.479646,43,B,0.857793412,7,0.403472222,,2,0,6,0,8,0,7,0,8,0,7,0,8,0,6,0,5,0,6,63,,50,0,0,1,,0,1,0,,,,840
3,0.461193926,0.657794584,0.925286268,Cerio,1,75,252.66,328.3082,9.737031,14.481009,41,B,0.817896044,4,0.403472222,,2,0,6,0,8,0,6,0,9,0,8,0,9,0,7,0,6,0,5,66,,51,0,0,1,,0,1,0,,,,841
3,0.461193926,0.657794584,0.925286268,Cerio,2,75,262.33,320.3664,7.430329,11.050459,41,B,0.817896044,4,0.403472222,,1,0,4,6,0,0,5,0,3,0,1,,,,,,,,,20,15,42,1,0,1,,0,1,0,,,,842
3,0.461193926,0.657794584,0.925286268,Cerio,3,75,248,312.4246,8.585513,12.768461,41,B,0.817896044,7,0.403472222,,2,0,0,5,0,6,0,0,6,0,5,1,5,0,8,0,6,0,6,50,,49,0,0,1,,0,1,0,,,,843
3,0.461193926,0.657794584,0.925286268,Cerio,4,75,246.78,304.4828,7.811592,11.617477,41,B,0.817896044,7,0.403472222,,1,0,4,0,5,0,4,0,4,0,6,0,5,0,4,0,4,0,1,38,,48,0,0,1,,0,1,0,,,,844
3,0.461193926,0.657794584,0.925286268,Cerio,5,75,236.49,296.541,8.412459,13.144467,40,B,0.79794736,7,0.403472222,,1,0,5,0,6,0,1,0,4,0,2,0,3,0,6,0,0,5,4,37,,49,0,0,1,,0,1,0,,,,845
3,0.461193926,0.657794584,0.925286268,Cerio,6,75,214.26,288.5992,11.073203,15.693314,42,B,0.837844728,0,0.403472222,,1,0,3,0,8,0,3,0,4,0,4,0,4,0,6,0,5,0,5,43,,50,0,0,1,,0,1,0,,,,846
3,0.461193926,0.657794584,0.925286268,Cerio,7,75,236.71,280.6574,6.331252,10.406397,39,B,0.777998676,7,0.403472222,,1,0,3,0,7,0,4,0,3,0,4,0,3,0,3,0,4,0,4,36,,45,0,0,1,,0,1,0,,,,847
3,0.461193926,0.657794584,0.925286268,Cerio,8,75,224.77,272.7156,7.188295,11.815081,39,B,0.777998676,6,0.403472222,,1,0,4,0,6,0,3,0,4,0,2,0,3,0,0,,,,,23,19,44,1,0,1,,0,1,0,,,,848
3,0.461193926,0.657794584,0.925286268,Cerio,9,75,214.77,326.369,15.55724,23.136883,41,B,0.817896044,5,0.403472222,,1,0,3,6,0,6,0,6,0,0,6,0,2,0,4,0,4,0,5,43,,48,0,0,1,,0,1,0,,,,849
3,0.461193926,0.657794584,0.925286268,Cerio,10,75,231.32,318.68,11.911059,16.880753,42,B,0.837844728,5,0.403472222,,1,0,5,0,6,0,3,0,6,0,5,0,6,0,4,0,1,0,0,37,,48,0,0,1,,0,1,0,,,,850
3,0.461193926,0.657794584,0.925286268,Cerio,11,75,,,,,41,B,0.817896044,6,0.403472222,,1,0,0,4,7,0,0,5,0,,,,,,,,,,,17,13,43,1,0,1,,0,1,0,,,,851
3,0.461193926,0.657794584,0.925286268,Cerio,12,75,,,,,41,B,0.817896044,7,0.403472222,,1,0,5,0,7,0,4,0,4,0,4,0,5,0,5,0,6,0,5,46,,49,0,0,1,,0,1,0,,,,852
3,0.461193926,0.657794584,0.925286268,Cerio,13,75,201.64,295.613,14.22281,23.377399,39,B,0.777998676,6,0.403472222,,2,0,3,0,4,0,5,0,6,0,6,0,1,0,5,0,0,6,4,42,,47,0,0,1,,0,1,0,,,,853
3,0.461193926,0.657794584,0.925286268,Cerio,14,75,,,,,40,B,0.79794736,6,0.403472222,,1,0,6,0,8,0,3,0,4,0,0,,,,,,,,,22,15,45,1,0,1,,0,1,0,,,,854
3,0.461193926,0.657794584,0.925286268,Cerio,1,200,221.79,328.3082,14.58174,20.665732,42,B,0.837844728,7,0.403472222,,3,0,4,0,4,0,3,0,4,0,4,0,0,0,,,,,,22,18,46,1,0,1,,0,1,0,,,,855
3,0.461193926,0.657794584,0.925286268,Cerio,2,200,235.44,320.3664,11.450946,15.48262,43,B,0.857793412,7,0.403472222,,2,0,6,0,5,0,5,0,5,0,0,0,,,,,,,,23,16,46,1,0,1,,0,1,0,,,,856
3,0.461193926,0.657794584,0.925286268,Cerio,3,200,236.75,312.4246,10.311432,15.335265,41,B,0.817896044,7,0.403472222,,1,0,4,0,6,0,3,0,6,0,3,0,3,0,,,,,,26,18,46,1,1,0,9.625,1,0,0,,,,857
3,0.461193926,0.657794584,0.925286268,Cerio,4,200,238.84,304.4828,9.027414,13.425661,41,B,0.817896044,4,0.403472222,,3,0,0,2,0,5,0,3,0,0,0,0,,,,,,,,13,16,43,1,0,1,,0,1,0,,,,858
3,0.461193926,0.657794584,0.925286268,Cerio,5,200,202.91,296.541,14.105914,22.04049,40,B,0.79794736,4,0.403472222,,1,2,0,4,0,6,0,4,0,4,0,4,0,6,0,0,0,6,0,37,,48,0,0,1,,0,1,0,,,,859
3,0.461193926,0.657794584,0.925286268,Cerio,6,200,224.18,288.5992,9.390593,13.308664,42,B,0.837844728,7,0.403472222,,1,0,,,,,,,,,,,,,,,,,,1,6,,1,0,1,,0,0,1,,,,860
3,0.461193926,0.657794584,0.925286268,Cerio,7,200,203.6,280.6574,11.933068,16.911944,42,B,0.837844728,8,0.403472222,,2,0,4,0,7,0,0,0,0,0,,,,,,,,,,13,14,45,1,0,1,,0,1,0,,,,861
3,0.461193926,0.657794584,0.925286268,Cerio,8,200,209.13,272.7156,9.86958,13.344484,43,B,0.857793412,7,0.403472222,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,862
3,0.461193926,0.657794584,0.925286268,Cerio,9,200,217.56,326.369,15.077394,19.469775,44,B,0.877742096,7,0.403472222,,2,0,2,2,3,0,0,0,,,,,,,,,,,,9,12,42,1,0,1,,0,1,0,,,,863
3,0.461193926,0.657794584,0.925286268,Cerio,10,200,249.51,318.68,9.096852,13.528929,41,B,0.817896044,5,0.403472222,,2,0,3,1,6,0,4,0,0,,,,,,,,,,,16,13,41,1,0,1,,0,1,0,,,,864
3,0.461193926,0.657794584,0.925286268,Cerio,11,200,255.02,310.991,7.37679,11.526235,40,B,0.79794736,6,0.403472222,,1,0,4,1,6,0,0,,,,,,,,,,,,,12,11,40,1,0,1,,0,0,1,,,,865
3,0.461193926,0.657794584,0.925286268,Cerio,12,200,197.09,303.302,16.025956,22.712522,42,B,0.837844728,4,0.403472222,,2,0,0,2,8,0,7,0,4,0,5,0,1,0,6,0,3,2,3,43,,48,0,0,1,,0,1,0,,,,866
3,0.461193926,0.657794584,0.925286268,Cerio,13,200,206.08,295.613,13.413069,25.873976,36,B,0.718152624,4,0.403472222,,1,0,0,3,0,4,0,5,0,,,,,,,,,,,13,13,39,1,1,0,2.875,1,0,0,ss,,,867
3,0.461193926,0.657794584,0.925286268,Cerio,14,200,229.3,287.924,8.463979,17.273427,35,B,0.69820394,0,0.403472222,,1,0,0,1,0,0,0,,,,,,,,,,,,,2,11,33,1,0,1,,0,0,1,,,,868
3,0.461193926,0.657794584,0.925286268,Cerio,15,200,211.67,280.235,10.431948,22.560441,34,B,0.678255256,0,0.403472222,,1,0,0,0,0,0,0,2,0,0,0,,,,,,,,,3,15,35,1,0,1,,0,1,0,,,,869
3,0.461193926,0.657794584,0.925286268,Cerio,1,393,284.74,328.3082,5.293164,7.50165,42,B,0.837844728,4,0.403472222,,2,0,0,3,0,5,0,0,0,2,0,2,0,4,0,6,0,5,0,29,,47,0,0,1,,0,1,0,,,,870
3,0.461193926,0.657794584,0.925286268,Cerio,2,393,261.87,320.3664,7.495577,11.711839,40,B,0.79794736,5,0.403472222,,1,0,5,0,5,0,7,0,5,0,0,4,0,,,,,,,27,17,43,1,1,0,11.375,1,0,0,,,,871
3,0.461193926,0.657794584,0.925286268,Cerio,3,393,265.29,312.4246,6.079957,8.61672,42,B,0.837844728,7,0.403472222,,1,4,0,6,0,5,0,3,0,0,5,0,3,,,,,,,27,17,43,1,0,1,,0,1,0,,,,872
3,0.461193926,0.657794584,0.925286268,Cerio,4,393,238.85,304.4828,9.025858,14.102903,40,B,0.79794736,7,0.403472222,,2,0,5,0,6,0,0,1,,,,,,,,,,,,14,12,39,1,0,1,,0,1,0,,,,873
3,0.461193926,0.657794584,0.925286268,Cerio,5,393,207.74,296.541,13.231327,19.677762,41,B,0.817896044,7,0.403472222,,2,0,5,0,6,0,0,,,,,,,,,,,,,13,11,41,1,0,1,,0,0,1,,,,874
3,0.461193926,0.657794584,0.925286268,Cerio,6,393,225.07,288.5992,9.243291,12.497689,43,B,0.857793412,7,0.403472222,,3,0,0,7,0,0,0,0,0,,,,,,,,,,,10,13,40,1,0,1,,0,1,0,,,,875
3,0.461193926,0.657794584,0.925286268,Cerio,7,393,218.01,280.6574,9.39075,14.673046,40,B,0.79794736,7,0.403472222,,2,0,6,0,5,0,2,0,4,0,4,0,,,,,,,,23,16,43,1,1,0,6.625,1,0,0,,,,876
3,0.461193926,0.657794584,0.925286268,Cerio,8,393,236.85,272.7156,5.242088,7.429263,42,B,0.837844728,7,0.403472222,,3,0,0,5,4,0,0,0,6,0,8,0,0,8,5,0,0,6,5,50,,45,0,0,1,,0,1,0,,,,877
3,0.461193926,0.657794584,0.925286268,Cerio,9,393,216.38,326.369,15.279584,22.72395,41,B,0.817896044,2,0.403472222,,1,0,0,0,3,0,0,0,0,0,4,0,0,3,4,0,,,,15,20,46,1,1,0,,1,0,0,,,,878
3,0.461193926,0.657794584,0.925286268,Cerio,10,393,258.3,318.68,7.809674,11.614625,41,B,0.817896044,7,0.403472222,,1,0,0,0,6,0,3,0,4,0,4,0,6,0,6,0,4,0,,34,22,42,1,0,1,,0,1,0,,,,879
3,0.461193926,0.657794584,0.925286268,Cerio,11,393,186.84,310.991,18.942246,28.316219,41,B,0.817896044,4,0.403472222,,3,0,0,4,3,0,4,0,0,3,0,4,0,3,0,,,,,24,19,42,1,1,0,7.125,1,0,0,,,,880
3,0.461193926,0.657794584,0.925286268,Cerio,12,393,205.12,303.302,14.541292,22.720769,40,B,0.79794736,8,0.403472222,,3,0,5,0,5,0,0,0,,,,,,,,,,,,13,12,40,1,0,1,,0,1,0,,,,881
3,0.461193926,0.657794584,0.925286268,Cerio,13,393,209.55,295.613,12.792286,23.360638,37,B,0.738101308,7,0.403472222,,1,0,,,,,,,,,,,,,,,,,,1,6,,1,0,1,,0,0,1,,,,882
3,0.461193926,0.657794584,0.925286268,Cerio,14,393,217.85,287.924,10.368364,22.422934,34,B,0.678255256,0,0.403472222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,40,0,0,1,,0,1,0,,,,883
3,0.461193926,0.657794584,0.925286268,Down.282,1,0,253.63,328.3082,10.323052,6.108315,65,B,1.29666446,3,0.375,,0,0,0,3,,,,,,,,,,,,,,,,3,8,58,1,0,1,,0,0,1,,,,884
3,0.461193926,0.657794584,0.925286268,Down.282,2,0,346.25,320.3664,-3.107829,-2.321521,58,B,1.157023672,0,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,53,1,0,1,,0,0,1,,,,885
3,0.461193926,0.657794584,0.925286268,Down.282,3,0,295.81,312.4246,2.185832,1.293392,65,B,1.29666446,4,0.375,,0,0,0,4,0,,,,,,,,,,,,,,,4,9,63,1,0,1,,0,0,1,,,,886
3,0.461193926,0.657794584,0.925286268,Down.282,4,0,,,,,65,B,1.29666446,4,0.375,half,0,0,2,0,,,,,,,,,,,,,,,,2,8,57,1,0,1,,0,0,1,,,,887
3,0.461193926,0.657794584,0.925286268,Down.282,5,0,,,,,59,B,1.176972356,2,0.375,half,0,0,0,2,0,,,,,,,,,,,,,,,2,9,53,1,0,1,,0,0,1,,,,888
3,0.461193926,0.657794584,0.925286268,Down.282,6,0,185.67,288.5992,17.642719,11.112824,63,B,1.256767092,3,0.375,,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,7,,75,0,0,1,,0,1,0,,,,889
3,0.461193926,0.657794584,0.925286268,Down.282,7,0,233.93,280.6574,7.284511,4.310362,65,B,1.29666446,4,0.375,,0,0,0,4,,,,,,,,,,,,,,,,4,8,63,1,0,1,,0,0,1,,,,890
3,0.461193926,0.657794584,0.925286268,Down.282,8,0,214.88,272.7156,9.53399,5.30964,67,B,1.336561828,4,0.375,,0,0,0,4,,,,,,,,,,,,,,,,4,8,65,1,0,1,,0,0,1,,,,891
3,0.461193926,0.657794584,0.925286268,Down.282,9,0,218.78,326.369,15.998479,7.934179,71,B,1.416356564,4,0.375,,0,0,0,5,,,,,,,,,,,,,,,,5,8,71,1,0,1,,0,0,1,,,,892
3,0.461193926,0.657794584,0.925286268,Down.282,10,0,309.73,318.68,1.139461,0.818343,59,B,1.176972356,2,0.375,,0,0,0,2,,,,,,,,,,,,,,,,2,8,57,1,0,1,,0,0,1,,,,893
3,0.461193926,0.657794584,0.925286268,Down.282,11,0,218.86,310.991,14.053269,9.759214,60,B,1.19692104,0,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,57,1,0,1,,0,0,1,,,,894
3,0.461193926,0.657794584,0.925286268,Down.282,12,0,232.15,303.302,10.693812,6.327699,65,B,1.29666446,4,0.375,,0,0,2,,,,,,,,,,,,,,,,,2,7,,1,0,1,,0,0,1,,,,895
3,0.461193926,0.657794584,0.925286268,Down.282,13,0,252.44,295.613,6.315103,4.107117,62,B,1.236818408,1,0.375,,0,0,0,1,,,,,,,,,,,,,,,,1,8,62,1,0,1,,0,0,1,,,,896
3,0.461193926,0.657794584,0.925286268,Down.282,14,0,232.07,287.924,8.6263,4.16006,72,B,1.436305248,4,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,897
3,0.461193926,0.657794584,0.925286268,Down.282,15,0,181.8,280.235,17.308854,11.257059,62,B,1.236818408,1,0.375,,0,0,0,1,4,,,,,,,,,,,,,,,5,9,62,1,0,1,,0,0,1,,,,898
3,0.461193926,0.657794584,0.925286268,Down.282,1,75,350.04,328.3082,-2.563785,-1.780406,60,B,1.19692104,1,0.375,,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,60,1,0,1,,0,0,1,,,,899
3,0.461193926,0.657794584,0.925286268,Down.282,2,75,313.39,320.3664,0.880677,0.611581,60,B,1.19692104,2,0.375,,0,0,0,2,,,,,,,,,,,,,,,,2,8,59,1,0,1,,0,0,1,,,,900
3,0.461193926,0.657794584,0.925286268,Down.282,3,75,343.87,312.4246,-3.836021,-2.663903,60,B,1.19692104,4,0.375,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,901
3,0.461193926,0.657794584,0.925286268,Down.282,4,75,335.66,304.4828,-3.899366,-2.897864,58,B,1.157023672,1,0.375,,0,0,0,1,0,,,,,,,,,,,,,,,1,9,56,1,0,1,,0,0,1,,,,902
3,0.461193926,0.657794584,0.925286268,Down.282,5,75,277.91,296.541,2.595527,1.688038,62,B,1.236818408,5,0.375,,0,0,2,0,,,,,,,,,,,,,,,,2,8,60,1,0,1,,0,0,1,,,,903
3,0.461193926,0.657794584,0.925286268,Down.282,6,75,277.68,288.5992,1.54278,0.971769,63,B,1.256767092,1,0.375,,0,0,0,3,,,,,,,,,,,,,,,,3,8,65,1,0,1,,0,0,1,,,,904
3,0.461193926,0.657794584,0.925286268,Down.282,7,75,270.94,280.6574,1.409493,0.740124,69,B,1.376459196,5,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,61,1,0,1,,0,0,1,,,,905
3,0.461193926,0.657794584,0.925286268,Down.282,8,75,259.29,272.7156,2.019295,1.194849,65,B,1.29666446,4,0.375,,0,0,2,0,,,,,,,,,,,,,,,,2,8,59,1,0,1,,0,0,1,,,,906
3,0.461193926,0.657794584,0.925286268,Down.282,9,75,274.94,326.369,6.85903,4.608324,61,B,1.216869724,2,0.375,,0,0,2,0,,,,,,,,,,,,,,,,2,8,55,1,0,1,,0,0,1,,,,907
3,0.461193926,0.657794584,0.925286268,Down.282,11,75,283.94,310.991,3.640041,3.008298,55,B,1.09717762,0,0.375,,0,0,0,2,0,0,,,,,,,,,,,,,,2,10,56,1,0,1,,0,0,1,,,,908
3,0.461193926,0.657794584,0.925286268,Down.282,12,75,253.59,303.302,7.160409,3.551085,71,B,1.416356564,5,0.375,,0,0,0,6,,,,,,,,,,,,,,,,6,8,67,1,0,1,,0,0,1,,,,909
3,0.461193926,0.657794584,0.925286268,Down.282,13,75,253.2,295.613,6.194859,3.349297,68,B,1.356510512,4,0.375,,0,0,0,2,,,,,,,,,,,,,,,,2,8,57,1,0,1,,0,0,1,,,,910
3,0.461193926,0.657794584,0.925286268,Down.282,14,75,233.65,287.924,8.354891,5.433722,62,B,1.236818408,4,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,911
3,0.461193926,0.657794584,0.925286268,Down.282,15,75,,,,,65,B,1.29666446,4,0.375,half,0,0,0,2,,,,,,,,,,,,,,,,2,8,61,1,0,1,,0,0,1,,,,912
3,0.461193926,0.657794584,0.925286268,Down.282,1,200,319.3,328.3082,1.112868,0.72377,62,B,1.236818408,2,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,913
3,0.461193926,0.657794584,0.925286268,Down.282,2,200,320.78,320.3664,-5.16E-02,-3.25E-02,63,B,1.256767092,2,0.375,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,914
3,0.461193926,0.657794584,0.925286268,Down.282,3,200,295.62,312.4246,2.211533,1.588288,59,B,1.176972356,3,0.375,,0,0,2,,,,,,,,,,,,,,,,,2,7,,1,0,1,,0,0,1,,,,915
3,0.461193926,0.657794584,0.925286268,Down.282,4,200,282.93,304.4828,2.936603,1.635444,67,B,1.336561828,4,0.375,,0,0,0,4,,,,,,,,,,,,,,,,4,8,66,1,0,1,,0,0,1,,,,916
3,0.461193926,0.657794584,0.925286268,Down.282,5,200,266.97,296.541,4.201968,2.564678,64,B,1.276715776,4,0.375,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,917
3,0.461193926,0.657794584,0.925286268,Down.282,6,200,315.65,288.5992,-3.583805,-2.407824,61,B,1.216869724,2,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,48,1,0,1,,0,0,1,,,,918
3,0.461193926,0.657794584,0.925286268,Down.282,7,200,272.24,280.6574,1.218027,0.621442,70,B,1.39640788,6,0.375,,0,0,3,0,,,,,,,,,,,,,,,,3,8,63,1,0,1,,0,0,1,,,,919
3,0.461193926,0.657794584,0.925286268,Down.282,8,200,262.4,272.7156,1.542377,0.833898,68,B,1.356510512,4,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,920
3,0.461193926,0.657794584,0.925286268,Down.282,9,200,244.48,326.369,11.555805,8.587846,58,B,1.157023672,0,0.375,,0,0,0,0,2,,,,,,,,,,,,,,,2,9,56,1,0,1,,0,0,1,,,,921
3,0.461193926,0.657794584,0.925286268,Down.282,10,200,274.96,318.68,5.902473,4.386499,58,B,1.157023672,0,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,58,1,0,1,,0,0,1,,,,922
3,0.461193926,0.657794584,0.925286268,Down.282,11,200,275.5,310.991,4.847054,2.403816,71,B,1.416356564,2,0.375,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,923
3,0.461193926,0.657794584,0.925286268,Down.282,12,200,,,,,59,B,1.176972356,0,0.375,,0,0,0,0,0,,,,,,,,,,,,,,,0,9,56,1,0,1,,0,0,1,,,,924
3,0.461193926,0.657794584,0.925286268,Down.282,13,200,198.01,295.613,16.029345,8.178237,70,B,1.39640788,4,0.375,,0,0,0,4,,,,,,,,,,,,,,,,4,8,65,1,0,1,,0,0,1,,,,925
3,0.461193926,0.657794584,0.925286268,Down.282,14,200,217.76,287.924,11.172121,7.037113,63,B,1.256767092,3,0.375,,0,0,0,4,,,,,,,,,,,,,,,,4,8,59,1,0,1,,0,0,1,,,,926
3,0.461193926,0.657794584,0.925286268,Down.282,15,200,231.7,280.235,7.607404,3.994646,69,B,1.376459196,4,0.375,,0,0,,,,,,,,,,,,,,,,,,0,6,,1,0,1,,0,0,1,,,,927
3,0.461193926,0.657794584,0.925286268,Down.282,1,393,341.81,328.3082,-1.612089,-1.119506,60,B,1.19692104,0,0.375,,0,0,0,0,0,,,,,,,,,,,,,,,0,9,58,1,0,1,,0,0,1,,,,928
3,0.461193926,0.657794584,0.925286268,Down.282,2,393,332.53,320.3664,-1.49059,-1.035132,60,B,1.19692104,1,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,,1,0,1,,0,0,1,,,,929
3,0.461193926,0.657794584,0.925286268,Down.282,3,393,349.53,312.4246,-4.489049,-2.226269,71,B,1.416356564,7,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,930
3,0.461193926,0.657794584,0.925286268,Down.282,4,393,290.86,304.4828,1.830902,1.27146,60,B,1.19692104,0,0.375,,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,59,1,0,1,,0,0,1,,,,931
3,0.461193926,0.657794584,0.925286268,Down.282,5,393,315.96,296.541,-2.537205,-1.952297,57,B,1.137074988,0,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,56,1,0,1,,0,0,1,,,,932
3,0.461193926,0.657794584,0.925286268,Down.282,6,393,305.07,288.5992,-2.220095,-1.355039,64,B,1.276715776,1,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,63,1,0,1,,0,0,1,,,,933
3,0.461193926,0.657794584,0.925286268,Down.282,8,393,254.55,272.7156,2.757289,1.682915,64,B,1.276715776,3,0.375,,0,0,2,,,,,,,,,,,,,,,,,2,7,,1,0,1,,0,0,1,,,,934
3,0.461193926,0.657794584,0.925286268,Down.282,9,393,296.85,326.369,3.792067,2.818124,58,B,1.157023672,0,0.375,,0,0,0,0,0,0,,,,,,,,,,,,,,0,10,57,1,0,1,,0,0,1,,,,935
3,0.461193926,0.657794584,0.925286268,Down.282,10,393,292.34,318.68,3.450798,2.244276,62,B,1.236818408,0,0.375,,0,0,0,3,,,,,,,,,,,,,,,,3,6,,1,0,1,,0,0,1,,,,936
3,0.461193926,0.657794584,0.925286268,Down.282,11,393,261.98,310.991,6.859832,4.059072,65,B,1.29666446,4,0.375,,0,0,0,,,,,,,,,,,,,,,,,0,7,,1,0,1,,0,0,1,,,,937
3,0.461193926,0.657794584,0.925286268,Down.282,12,393,246.07,303.302,8.364518,5.105297,64,B,1.276715776,4,0.375,,0,0,0,0,,,,,,,,,,,,,,,,0,8,57,1,0,1,,0,0,1,,,,938
