Date,Time,Site,Unit ID,User ID,°F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/18/2022,9:13:37 AM,Tank 58,Strauss lab 1,,76.968,750.2,101.1,8.36,196.5,196.4,196.5,5091,128,0.09,-2.9,-2.9,8.92,-208.9,0.32,0.3,0.28,0.88,-0.055,-0.058
8/18/2022,9:13:40 AM,Tank 58,Strauss lab 1,,76.963,750.2,101.4,8.38,196.6,196.5,196.6,5088,128,0.09,-2.9,-2.9,8.93,-209.8,0.27,0.25,0.29,0.94,-0.053,-0.054
8/18/2022,9:13:43 AM,Tank 58,Strauss lab 1,,76.961,750.2,101.6,8.39,196.7,196.6,196.7,5087,128,0.09,-2.9,-2.9,8.95,-210.7,0.44,0.42,0.37,1.25,-0.052,-0.04
8/18/2022,9:13:46 AM,Tank 58,Strauss lab 1,,76.958,750.3,101.7,8.4,196.7,196.6,196.7,5086,128,0.09,-2.9,-2.9,8.97,-211.9,0.52,0.5,0.5,1.81,-0.051,-0.041
8/18/2022,9:13:49 AM,Tank 58,Strauss lab 1,,76.956,750.2,101.8,8.41,196.7,196.6,196.7,5085,128,0.09,-2.9,-2.9,8.99,-213,0.56,0.55,0.54,1.96,-0.052,-0.044
8/18/2022,9:13:52 AM,Tank 58,Strauss lab 1,,76.955,750.3,101.9,8.42,196.8,196.7,196.8,5085,128,0.09,-2.9,-2.9,9,-214,0.44,0.42,0.53,1.91,-0.052,-0.06
8/18/2022,9:13:55 AM,Tank 58,Strauss lab 1,,76.947,750.3,102,8.43,196.8,196.7,196.8,5084,128,0.09,-2.9,-2.9,9.02,-215.1,0.32,0.29,0.46,1.62,-0.049,-0.048
8/18/2022,9:13:58 AM,Tank 58,Strauss lab 1,,76.94,750.2,102.1,8.44,196.8,196.7,196.8,5084,128,0.09,-2.9,-2.9,9.04,-216.3,0.25,0.23,0.4,1.4,-0.049,-0.04
8/18/2022,9:16:53 AM,Tank 43,Strauss lab 1,,76.808,750.2,80.6,6.67,199.1,198.7,199.1,5033,129,0.09,-2.9,-2.9,9.56,-246,0.33,0.31,0.94,3.64,-0.052,-0.061
8/18/2022,9:16:56 AM,Tank 43,Strauss lab 1,,76.801,750.3,80.9,6.69,199.1,198.7,199.2,5033,129,0.09,-2.9,-2.9,9.57,-246.7,0.31,0.29,0.97,3.76,-0.053,-0.045
