Date,Time,Site,Unit ID,User ID,°F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/22/2022,9:12:10 AM,Tank 29,Strauss lab 1,,75.224,750.7,70.2,5.91,129.3,126.9,129.5,7883,84,0.06,-2.7,-2.7,10.4,-294.4,-0.05,-0.07,0.02,-0.17,-0.047,-0.043
8/22/2022,9:12:13 AM,Tank 29,Strauss lab 1,,75.207,750.6,66.1,5.56,129.3,126.8,129.5,7887,84,0.06,-2.7,-2.7,10.38,-293.1,-0.12,-0.14,0.03,-0.15,-0.046,-0.036
8/22/2022,9:12:16 AM,Tank 29,Strauss lab 1,,75.124,750.7,65,5.48,129.3,126.8,129.6,7888,84,0.06,-2.6,-2.6,10.36,-292.1,-0.1,-0.13,0.07,0.01,-0.046,-0.048
8/22/2022,9:12:19 AM,Tank 29,Strauss lab 1,,75.097,750.7,64.4,5.43,129.4,126.7,129.6,7890,84,0.06,-2.6,-2.6,10.35,-291.4,-0.14,-0.16,0.1,0.13,-0.046,-0.053
8/22/2022,9:12:22 AM,Tank 29,Strauss lab 1,,75.111,750.6,63.9,5.38,129.3,126.7,129.6,7890,84,0.06,-2.6,-2.6,10.34,-291,-0.15,-0.18,0.08,0.04,-0.047,-0.049
8/22/2022,9:12:25 AM,Tank 29,Strauss lab 1,,75.146,750.6,63.4,5.34,129.3,126.7,129.5,7891,84,0.06,-2.6,-2.6,10.34,-290.9,-0.08,-0.11,0.1,0.13,-0.048,-0.051
8/22/2022,9:12:28 AM,Tank 29,Strauss lab 1,,75.176,750.7,62.5,5.26,129.2,126.7,129.5,7891,84,0.06,-2.7,-2.7,10.34,-290.8,-0.09,-0.11,0.11,0.18,-0.048,-0.055
8/22/2022,9:12:31 AM,Tank 29,Strauss lab 1,,75.188,750.7,61.6,5.19,129.2,126.7,129.5,7891,84,0.06,-2.7,-2.7,10.34,-290.7,-0.04,-0.06,0.07,0.03,-0.047,-0.051
8/22/2022,9:12:34 AM,Tank 29,Strauss lab 1,,75.191,750.7,61,5.13,129.2,126.8,129.5,7889,84,0.06,-2.7,-2.7,10.34,-290.6,-0.03,-0.06,0.04,-0.11,-0.046,-0.04
8/22/2022,9:12:37 AM,Tank 29,Strauss lab 1,,75.183,750.7,60.3,5.08,8.5,8.4,8.5,119722,6,0,-2.7,-2.7,10.33,-290.4,0.11,0.09,0,-0.25,-0.046,-0.03
8/22/2022,9:12:40 AM,Tank 29,Strauss lab 1,,75.066,750.6,63.5,5.35,3.3,3.2,3.3,313325,2,0,-2.7,-2.7,10.35,-291.2,0.43,0.41,0.04,-0.09,-0.046,-0.039
8/22/2022,9:12:43 AM,Tank 29,Strauss lab 1,,69.95,750.6,71.8,6.39,168.7,156.1,169.9,6407,110,0.08,-2,-2,10.95,-323.8,0.45,0.43,0.16,0.39,-0.047,-0.048
8/22/2022,9:12:46 AM,Tank 29,Strauss lab 1,,70.034,750.6,78.3,6.96,168.8,156.3,170,6397,110,0.08,-2,-2,11,-326.5,0.45,0.43,0.24,0.72,-0.045,-0.05
8/22/2022,9:12:49 AM,Tank 29,Strauss lab 1,,70.074,750.5,81,7.2,168.8,156.4,170,6394,110,0.08,-2,-2,11.04,-328.9,0.21,0.19,0.32,1.05,-0.043,-0.042
8/22/2022,9:14:38 AM,Tank 45,Strauss lab 1,,70.245,750.6,92.2,8.18,169.5,157.3,170.6,6357,110,0.08,-2,-2,11.43,-351.5,0.2,0.18,0.61,2.28,-0.047,-0.039
8/22/2022,9:14:41 AM,Tank 45,Strauss lab 1,,70.237,750.6,92.4,8.2,169.5,157.3,170.6,6357,110,0.08,-2,-2,11.43,-351.5,0.2,0.18,0.57,2.09,-0.049,-0.053
8/22/2022,9:14:44 AM,Tank 45,Strauss lab 1,,70.234,750.7,92.6,8.22,169.4,157.3,170.6,6358,110,0.08,-2,-2,11.43,-351.4,0.27,0.25,0.56,2.07,-0.046,-0.05
8/22/2022,9:14:47 AM,Tank 45,Strauss lab 1,,70.233,750.7,92.8,8.23,169.4,157.3,170.6,6359,110,0.08,-2,-2,11.42,-351.2,0.32,0.3,0.63,2.34,-0.048,-0.041
8/22/2022,9:14:50 AM,Tank 45,Strauss lab 1,,70.229,750.6,93,8.25,169.4,157.2,170.6,6360,110,0.08,-2,-2,11.42,-350.9,0.24,0.21,0.68,2.55,-0.047,-0.042
8/22/2022,9:14:53 AM,Tank 45,Strauss lab 1,,70.224,750.6,93.1,8.26,169.4,157.2,170.5,6362,110,0.08,-2,-2,11.42,-350.7,0.25,0.22,0.63,2.37,-0.048,-0.04
8/22/2022,9:14:56 AM,Tank 45,Strauss lab 1,,70.217,750.6,93.3,8.27,169.4,157.2,170.5,6363,110,0.08,-2,-2,11.41,-350.3,0.26,0.24,0.54,1.99,-0.047,-0.038
8/22/2022,9:14:59 AM,Tank 45,Strauss lab 1,,70.21,750.8,93.4,8.28,169.4,157.2,170.5,6363,110,0.08,-2,-2,11.4,-350,0.29,0.27,0.47,1.69,-0.048,-0.055
8/22/2022,9:16:50 AM,Tank 47,Strauss lab 1,,70.078,750.7,104,9.24,172.6,160,173.8,6252,112,0.08,-2,-2,11.48,-354.4,0.68,0.66,2.62,10.64,-0.048,-0.052
8/22/2022,9:16:53 AM,Tank 47,Strauss lab 1,,70.084,750.6,104.3,9.26,172.6,160,173.8,6251,112,0.08,-2,-2,11.48,-354.4,0.55,0.53,2.72,11.05,-0.048,-0.052
8/22/2022,9:16:56 AM,Tank 47,Strauss lab 1,,70.09,750.7,104.5,9.28,172.6,160,173.8,6251,112,0.08,-2,-2,11.48,-354.4,0.54,0.52,1.58,6.3,-0.049,-0.036
8/22/2022,9:16:59 AM,Tank 47,Strauss lab 1,,70.102,750.6,104.7,9.3,172.6,160,173.8,6251,112,0.08,-2,-2,11.48,-354.4,0.5,0.48,1,3.88,-0.049,-0.052
8/22/2022,9:17:02 AM,Tank 47,Strauss lab 1,,70.124,750.7,104.9,9.32,172.6,160,173.8,6251,112,0.08,-2,-2,11.48,-354.5,0.42,0.4,2.15,8.68,-0.049,-0.055
8/22/2022,9:17:05 AM,Tank 47,Strauss lab 1,,70.145,750.6,105.1,9.33,172.5,160,173.7,6252,112,0.08,-2,-2,11.48,-354.5,0.54,0.52,2.73,11.11,-0.048,-0.055
8/22/2022,9:17:08 AM,Tank 47,Strauss lab 1,,70.154,750.8,105.3,9.35,172.5,160,173.7,6252,112,0.08,-2,-2,11.49,-354.6,0.67,0.65,2.74,11.12,-0.046,-0.031
8/22/2022,9:17:11 AM,Tank 47,Strauss lab 1,,70.156,750.7,105.5,9.36,172.5,159.9,173.7,6252,112,0.08,-2,-2,11.49,-354.7,0.67,0.65,2.77,11.27,-0.048,-0.032
8/22/2022,9:19:10 AM,Tank 32,Strauss lab 1,,69.971,750.8,106.7,9.49,189.4,175.3,190.7,5706,123,0.09,-2,-2,11.56,-358.6,0.39,0.37,0.15,0.34,-0.044,-0.037
8/22/2022,9:19:13 AM,Tank 32,Strauss lab 1,,69.966,750.7,106.9,9.51,189.4,175.3,190.7,5706,123,0.09,-2,-2,11.55,-358.5,0.4,0.38,0.15,0.36,-0.045,-0.043
8/22/2022,9:19:16 AM,Tank 32,Strauss lab 1,,69.961,750.7,107.1,9.53,189.4,175.3,190.8,5705,123,0.09,-2,-2,11.55,-358.3,0.34,0.32,0.21,0.61,-0.046,-0.04
8/22/2022,9:19:19 AM,Tank 32,Strauss lab 1,,69.957,750.8,107.2,9.54,189.4,175.3,190.8,5706,123,0.09,-2,-2,11.55,-358.1,0.2,0.18,0.22,0.65,-0.048,-0.056
8/22/2022,9:19:22 AM,Tank 32,Strauss lab 1,,69.952,750.7,107.4,9.56,189.4,175.3,190.8,5705,123,0.09,-2,-2,11.54,-357.9,0.21,0.18,0.16,0.38,-0.05,-0.063
8/22/2022,9:19:25 AM,Tank 32,Strauss lab 1,,69.948,750.7,107.6,9.57,189.4,175.3,190.8,5705,123,0.09,-2,-2,11.54,-357.7,0.16,0.13,0.21,0.61,-0.046,-0.03
8/22/2022,9:19:28 AM,Tank 32,Strauss lab 1,,69.944,750.7,107.8,9.59,189.5,175.3,190.8,5705,123,0.09,-2,-2,11.54,-357.6,0.2,0.17,0.18,0.48,-0.046,-0.035
8/22/2022,9:19:31 AM,Tank 32,Strauss lab 1,,69.94,750.7,107.9,9.6,189.5,175.3,190.8,5705,123,0.09,-2,-2,11.54,-357.4,0.18,0.15,0.2,0.57,-0.046,-0.047
8/22/2022,9:21:38 AM,Tank 31,Strauss lab 1,,70.041,750.7,104.8,9.31,174.3,161.5,175.6,6194,113,0.08,-2,-2,11.59,-360.7,0.25,0.23,0.35,1.18,-0.047,-0.037
8/22/2022,9:21:41 AM,Tank 31,Strauss lab 1,,70.019,750.7,105.1,9.34,174.4,161.5,175.6,6193,113,0.08,-2,-2,11.59,-360.6,0.21,0.19,0.29,0.94,-0.049,-0.04
8/22/2022,9:21:44 AM,Tank 31,Strauss lab 1,,69.994,750.8,105.4,9.37,174.4,161.5,175.7,6193,113,0.08,-2,-2,11.59,-360.5,0.2,0.18,0.27,0.84,-0.049,-0.043
8/22/2022,9:21:47 AM,Tank 31,Strauss lab 1,,69.969,750.8,105.6,9.39,174.5,161.5,175.7,6192,113,0.08,-2,-2,11.59,-360.3,0.22,0.2,0.22,0.65,-0.048,-0.062
8/22/2022,9:21:50 AM,Tank 31,Strauss lab 1,,69.951,750.7,105.8,9.42,174.6,161.5,175.8,6192,113,0.08,-2,-2,11.58,-360.1,0.12,0.09,0.22,0.66,-0.047,-0.061
8/22/2022,9:21:53 AM,Tank 31,Strauss lab 1,,69.936,750.8,106,9.44,174.6,161.5,175.8,6192,113,0.08,-2,-2,11.58,-359.9,0.14,0.12,0.2,0.56,-0.045,-0.049
8/22/2022,9:21:56 AM,Tank 31,Strauss lab 1,,69.923,750.8,106.2,9.45,174.6,161.5,175.9,6191,114,0.08,-2,-2,11.58,-359.7,0.16,0.14,0.3,0.97,-0.048,-0.052
8/22/2022,9:21:59 AM,Tank 31,Strauss lab 1,,69.907,750.7,106.4,9.47,174.7,161.5,175.9,6190,114,0.08,-2,-2,11.57,-359.3,0.2,0.18,0.2,0.56,-0.047,-0.042
8/22/2022,9:23:45 AM,Tank 62,Strauss lab 1,,70.172,750.8,91.4,8.11,171.9,159.5,173.1,6270,112,0.08,-2,-2,11.43,-351.5,0.31,0.28,0.61,2.25,-0.047,-0.061
8/22/2022,9:23:48 AM,Tank 62,Strauss lab 1,,70.171,750.8,91.7,8.14,172,159.5,173.2,6270,112,0.08,-2,-2,11.43,-351.4,0.3,0.28,0.61,2.26,-0.044,-0.034
8/22/2022,9:23:51 AM,Tank 62,Strauss lab 1,,70.175,750.8,92.1,8.17,172,159.5,173.2,6269,112,0.08,-2,-2,11.43,-351.3,0.25,0.23,0.73,2.75,-0.045,-0.031
8/22/2022,9:23:54 AM,Tank 62,Strauss lab 1,,70.179,750.8,92.3,8.2,172,159.5,173.2,6269,112,0.08,-2,-2,11.42,-351.1,0.17,0.15,0.66,2.46,-0.049,-0.056
8/22/2022,9:23:57 AM,Tank 62,Strauss lab 1,,70.18,750.8,92.6,8.21,172,159.5,173.2,6269,112,0.08,-2,-2,11.42,-351,0.08,0.06,0.68,2.55,-0.046,-0.037
8/22/2022,9:24:00 AM,Tank 62,Strauss lab 1,,70.182,750.8,92.8,8.23,172,159.5,173.1,6269,112,0.08,-2,-2,11.42,-350.8,0.11,0.08,0.77,2.93,-0.046,-0.047
8/22/2022,9:24:03 AM,Tank 62,Strauss lab 1,,70.183,750.8,93,8.25,171.9,159.5,173.1,6269,112,0.08,-2,-2,11.42,-350.6,0.13,0.11,0.86,3.32,-0.045,-0.036
8/22/2022,9:24:06 AM,Tank 62,Strauss lab 1,,70.184,750.8,93.1,8.26,171.9,159.5,173.1,6269,112,0.08,-2,-2,11.41,-350.5,0.18,0.15,0.85,3.28,-0.045,-0.036
8/22/2022,9:26:33 AM,Tank 63,Strauss lab 1,,69.982,750.8,100.4,8.93,171.5,158.7,172.7,6302,111,0.08,-2,-2,11.41,-350.3,0.4,0.38,0.52,1.89,-0.049,-0.041
8/22/2022,9:26:36 AM,Tank 63,Strauss lab 1,,69.976,750.8,100.6,8.95,171.5,158.7,172.7,6301,111,0.08,-2,-2,11.41,-350.1,0.37,0.35,0.44,1.57,-0.051,-0.056
8/22/2022,9:26:39 AM,Tank 63,Strauss lab 1,,69.969,750.8,100.9,8.97,171.5,158.7,172.7,6301,111,0.08,-2,-2,11.4,-349.9,0.33,0.31,0.4,1.38,-0.048,-0.04
8/22/2022,9:26:42 AM,Tank 63,Strauss lab 1,,69.967,750.8,101.1,8.99,171.5,158.7,172.7,6300,111,0.08,-2,-2,11.4,-349.7,0.28,0.26,0.45,1.59,-0.048,-0.049
8/22/2022,9:26:45 AM,Tank 63,Strauss lab 1,,69.968,750.8,101.3,9.01,171.5,158.7,172.7,6301,111,0.08,-2,-2,11.4,-349.5,0.32,0.3,0.45,1.6,-0.049,-0.041
8/22/2022,9:26:48 AM,Tank 63,Strauss lab 1,,69.969,750.8,101.4,9.02,171.5,158.7,172.7,6301,111,0.08,-2,-2,11.4,-349.4,0.35,0.33,0.48,1.73,-0.049,-0.042
8/22/2022,9:26:51 AM,Tank 63,Strauss lab 1,,69.966,750.8,101.6,9.04,171.5,158.7,172.7,6301,111,0.08,-2,-2,11.39,-349.2,0.41,0.39,0.65,2.42,-0.051,-0.052
8/22/2022,9:26:54 AM,Tank 63,Strauss lab 1,,69.961,750.8,101.8,9.05,171.5,158.7,172.8,6300,111,0.08,-2,-2,11.39,-349.1,0.37,0.35,0.61,2.28,-0.049,-0.05
8/22/2022,9:28:34 AM,Tank 52,Strauss lab 1,,63.018,750.8,92.4,8.88,160.2,136.5,162.3,7328,104,0.08,-1.2,-1.2,12.59,-413.8,0.12,0.1,0.18,0.49,-0.049,-0.04
8/22/2022,9:28:37 AM,Tank 52,Strauss lab 1,,63.009,750.8,92.6,8.91,160.1,136.4,162.2,7334,104,0.08,-1.2,-1.2,12.58,-412.9,0.13,0.1,0.16,0.41,-0.047,-0.039
8/22/2022,9:28:40 AM,Tank 52,Strauss lab 1,,62.993,750.8,92.8,8.93,160.1,136.3,162.1,7337,104,0.08,-1.2,-1.2,12.56,-411.8,0.08,0.05,0.17,0.42,-0.048,-0.054
8/22/2022,9:28:43 AM,Tank 52,Strauss lab 1,,62.971,750.8,93,8.95,160.1,136.2,162.1,7340,104,0.08,-1.2,-1.2,12.54,-410.5,0.12,0.1,0.16,0.39,-0.045,-0.045
8/22/2022,9:28:46 AM,Tank 52,Strauss lab 1,,62.949,750.8,93.2,8.97,160.1,136.2,162.1,7342,104,0.08,-1.2,-1.2,12.51,-409.1,0.05,0.03,0.11,0.19,-0.047,-0.041
8/22/2022,9:28:49 AM,Tank 52,Strauss lab 1,,62.925,750.8,93.4,8.99,160,136.1,162.1,7345,104,0.08,-1.2,-1.2,12.49,-407.9,0.08,0.05,0.07,0.01,-0.049,-0.05
8/22/2022,9:28:52 AM,Tank 52,Strauss lab 1,,62.903,750.8,93.6,9.01,160,136.1,162.1,7348,104,0.08,-1.2,-1.2,12.47,-406.6,0.04,0.02,0.03,-0.15,-0.05,-0.062
8/22/2022,9:28:55 AM,Tank 52,Strauss lab 1,,62.882,750.8,93.8,9.03,160,136.1,162.1,7350,104,0.08,-1.2,-1.2,12.45,-405.7,0.12,0.09,0.13,0.26,-0.045,-0.039
8/22/2022,9:31:13 AM,Tank 49,Strauss lab 1,,62.227,750.8,121.7,11.81,171.4,144.5,173.6,6920,111,0.08,-1.1,-1.1,12.53,-409.9,0.36,0.34,0.21,0.6,-0.052,-0.063
8/22/2022,9:31:16 AM,Tank 49,Strauss lab 1,,62.203,750.8,122,11.84,171.4,144.5,173.6,6922,111,0.08,-1.1,-1.1,12.53,-409.8,0.38,0.36,0.25,0.77,-0.051,-0.053
8/22/2022,9:31:19 AM,Tank 49,Strauss lab 1,,62.179,750.8,122.2,11.87,171.4,144.4,173.7,6924,111,0.08,-1.1,-1.1,12.53,-409.8,0.47,0.45,0.33,1.09,-0.048,-0.051
8/22/2022,9:31:22 AM,Tank 49,Strauss lab 1,,62.15,750.9,122.5,11.89,171.4,144.4,173.7,6926,111,0.08,-1.1,-1.1,12.53,-409.6,0.44,0.42,0.33,1.09,-0.047,-0.054
8/22/2022,9:31:25 AM,Tank 49,Strauss lab 1,,62.122,750.9,122.7,11.92,171.4,144.3,173.7,6928,111,0.08,-1.1,-1.1,12.53,-409.4,0.34,0.32,0.21,0.59,-0.046,-0.052
8/22/2022,9:31:28 AM,Tank 49,Strauss lab 1,,62.101,750.8,122.9,11.94,171.4,144.3,173.7,6929,111,0.08,-1.1,-1.1,12.52,-409.2,0.19,0.16,0.14,0.3,-0.046,-0.031
8/22/2022,9:31:31 AM,Tank 49,Strauss lab 1,,62.087,750.8,123.1,11.96,171.4,144.3,173.7,6930,111,0.08,-1.1,-1.1,12.52,-408.9,0.17,0.15,0.12,0.22,-0.047,-0.052
8/22/2022,9:31:34 AM,Tank 49,Strauss lab 1,,62.082,750.8,123.3,11.98,171.4,144.3,173.7,6931,111,0.08,-1.1,-1.1,12.51,-408.7,0.21,0.19,0.11,0.18,-0.046,-0.051
8/22/2022,9:33:29 AM,Tank 36,Strauss lab 1,,62.885,750.8,102.5,9.87,163.3,138.9,165.4,7201,106,0.08,-1.2,-1.2,12.23,-393.3,0.52,0.5,16.81,69.66,-0.049,-0.055
8/22/2022,9:33:32 AM,Tank 36,Strauss lab 1,,62.879,750.8,102.7,9.89,163.4,138.9,165.5,7200,106,0.08,-1.2,-1.2,12.23,-393.1,0.88,0.86,9.75,40.31,-0.048,-0.056
8/22/2022,9:33:35 AM,Tank 36,Strauss lab 1,,62.873,750.8,102.9,9.91,163.4,138.9,165.5,7200,106,0.08,-1.2,-1.2,12.23,-392.9,0.91,0.89,2.07,8.34,-0.046,-0.034
8/22/2022,9:33:38 AM,Tank 36,Strauss lab 1,,62.865,750.8,103.1,9.93,163.4,138.9,165.5,7199,106,0.08,-1.2,-1.2,12.22,-392.6,0.76,0.74,1.93,7.75,-0.046,-0.031
8/22/2022,9:33:41 AM,Tank 36,Strauss lab 1,,62.858,750.8,103.3,9.95,163.4,138.9,165.5,7199,106,0.08,-1.2,-1.2,12.22,-392.4,0.37,0.35,1.9,7.62,-0.049,-0.058
8/22/2022,9:33:44 AM,Tank 36,Strauss lab 1,,62.851,750.8,103.5,9.97,163.4,138.9,165.5,7199,106,0.08,-1.2,-1.2,12.21,-392.2,0.23,0.21,1.88,7.54,-0.048,-0.062
8/22/2022,9:33:47 AM,Tank 36,Strauss lab 1,,62.845,750.8,103.7,9.99,163.5,138.9,165.6,7199,106,0.08,-1.2,-1.2,12.21,-391.9,0.16,0.14,2.67,10.84,-0.045,-0.039
8/22/2022,9:33:50 AM,Tank 36,Strauss lab 1,,62.839,750.8,103.8,10,163.5,138.9,165.6,7199,106,0.08,-1.2,-1.2,12.21,-391.7,0.34,0.32,3.48,14.22,-0.045,-0.036
8/22/2022,9:33:53 AM,Tank 36,Strauss lab 1,,62.833,750.8,104,10.02,163.5,138.9,165.6,7199,106,0.08,-1.2,-1.2,12.2,-391.5,0.44,0.42,3.38,13.78,-0.046,-0.039
8/22/2022,9:36:07 AM,Tank 33,Strauss lab 1,,63.157,750.8,123.4,11.84,160.4,136.9,162.5,7306,104,0.08,-1.2,-1.2,12.26,-394.9,0.34,0.32,2.95,12.02,-0.046,-0.035
8/22/2022,9:36:10 AM,Tank 33,Strauss lab 1,,63.142,750.8,123.6,11.87,160.4,136.8,162.5,7308,104,0.08,-1.2,-1.2,12.25,-394.7,0.42,0.4,1.68,6.71,-0.047,-0.031
8/22/2022,9:36:13 AM,Tank 33,Strauss lab 1,,63.128,750.9,123.8,11.89,160.4,136.8,162.5,7310,104,0.08,-1.2,-1.2,12.25,-394.5,0.43,0.41,1.57,6.27,-0.047,-0.042
8/22/2022,9:36:16 AM,Tank 33,Strauss lab 1,,63.121,750.8,124.1,11.92,160.4,136.8,162.4,7311,104,0.08,-1.2,-1.2,12.25,-394.2,0.38,0.36,1.5,5.97,-0.048,-0.064
8/22/2022,9:36:19 AM,Tank 33,Strauss lab 1,,63.125,750.8,124.3,11.94,160.4,136.8,162.4,7312,104,0.08,-1.2,-1.2,12.24,-394,0.34,0.32,1.4,5.55,-0.045,-0.049
8/22/2022,9:36:22 AM,Tank 33,Strauss lab 1,,63.135,750.8,124.5,11.96,160.3,136.7,162.4,7313,104,0.08,-1.2,-1.2,12.24,-393.8,0.37,0.35,1.28,5.07,-0.044,-0.029
8/22/2022,9:36:25 AM,Tank 33,Strauss lab 1,,63.138,750.8,124.7,11.97,160.3,136.7,162.3,7315,104,0.08,-1.2,-1.2,12.24,-393.6,0.3,0.28,1.23,4.85,-0.047,-0.041
8/22/2022,9:36:28 AM,Tank 33,Strauss lab 1,,63.135,750.8,124.9,11.99,160.2,136.7,162.3,7317,104,0.08,-1.2,-1.2,12.23,-393.5,0.24,0.22,1.53,6.11,-0.046,-0.036
8/22/2022,9:38:41 AM,Tank 20,Strauss lab 1,,62.799,750.8,125.8,12.12,164.6,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.31,-397.5,0.29,0.27,0.63,2.35,-0.044,-0.041
8/22/2022,9:38:44 AM,Tank 20,Strauss lab 1,,62.801,750.8,126,12.14,164.6,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.31,-397.4,0.24,0.22,0.6,2.23,-0.047,-0.042
8/22/2022,9:38:47 AM,Tank 20,Strauss lab 1,,62.802,750.9,126.2,12.16,164.6,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.31,-397.3,0.34,0.32,0.63,2.37,-0.046,-0.049
8/22/2022,9:38:50 AM,Tank 20,Strauss lab 1,,62.803,750.9,126.4,12.18,164.6,139.8,166.7,7154,107,0.08,-1.2,-1.2,12.3,-397.3,0.31,0.29,0.53,1.95,-0.046,-0.05
8/22/2022,9:38:53 AM,Tank 20,Strauss lab 1,,62.803,750.8,126.5,12.2,164.6,139.8,166.7,7154,107,0.08,-1.2,-1.2,12.3,-397.2,0.3,0.28,0.57,2.09,-0.046,-0.056
8/22/2022,9:38:56 AM,Tank 20,Strauss lab 1,,62.803,750.8,126.7,12.21,164.6,139.8,166.7,7154,107,0.08,-1.2,-1.2,12.3,-397.1,0.37,0.35,0.52,1.91,-0.044,-0.029
8/22/2022,9:38:59 AM,Tank 20,Strauss lab 1,,62.805,750.8,126.8,12.22,164.6,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.3,-397,0.33,0.31,0.57,2.09,-0.046,-0.043
8/22/2022,9:39:02 AM,Tank 20,Strauss lab 1,,62.807,750.8,126.9,12.23,164.6,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.3,-397,0.4,0.38,0.55,2.01,-0.047,-0.052
8/22/2022,9:39:05 AM,Tank 20,Strauss lab 1,,62.809,750.8,127,12.24,164.5,139.8,166.7,7155,107,0.08,-1.2,-1.2,12.3,-396.9,0.31,0.29,0.58,2.15,-0.046,-0.036
